id,minimo_sueldo,total_gasto_inicial
3695,897375,577098
3696,1056140,681321
3697,689430,452314
3698,596250,385590
3699,"653767,5",410060
3700,"584227,5",366293
3701,536085,341914
3702,234840,150004
3703,1029970,675659
3704,301255,194348
3705,687325,443669
3706,"803267,5",517520
3707,"373807,5",241126
3708,"1306642,5",843365
3709,"268667,5",176097
3710,367125,240905
3711,"964062,5",602774
3712,"760967,5",476100
3713,404820,258117
3714,"427227,5",268263
3715,"464327,5",290683
3716,"1563047,5",1010423
3717,1091710,708474
3718,"759047,5",482052
3719,"344682,5",215857
3720,"240612,5",154528
3721,716205,462484
3722,"325177,5",206932
3723,"325512,5",209690
3724,1234940,771334
3725,617760,406987
3726,490500,322111
3727,"672637,5",428676
3728,339470,216614
3729,"622167,5",401219
3730,"433952,5",279070
3731,"1392462,5",868449
3732,"326712,5",204720
3733,327450,215307
3734,658560,418715
3735,1136350,722504
3736,"586397,5",378301
3737,808500,530545
3738,669300,427169
3739,567350,366349
3740,723195,474451
3741,"510367,5",328744
3742,"393692,5",246699
3743,"367792,5",236294
3744,"646962,5",405111
3745,711130,443640
3746,470485,305032
3747,150000,95832
3748,"1081727,5",698105
3749,"798187,5",507803
3750,623890,389617
3751,"692402,5",446674
3752,394875,247144
3753,"1266282,5",794480
3754,493015,308318
3755,"244407,5",157254
3756,"701502,5",452368
3757,"614612,5",397019
3758,310080,203982
3759,536250,344354
3760,"169822,5",109501
3761,"452267,5",282997
3762,417865,261283
3763,867785,544620
3764,751065,479249
3765,"352027,5",224298
3766,810065,507253
3767,600610,388017
3768,"340647,5",213881
3769,1389150,884622
3770,"944357,5",590894
3771,218460,136579
3772,314925,207142
3773,714095,454190
3774,"298762,5",190057
3775,559980,368440
3776,337590,214920
3777,568430,367382
3778,"363397,5",234443
3779,502200,320172
3780,532110,333015
3781,840105,553569
3782,"504187,5",314218
3783,1535370,991320
3784,"427527,5",267843
3785,"293197,5",183226
3786,"1704287,5",1067897
3787,454140,289636
3788,506580,325548
3789,714045,454476
3790,"426752,5",266968
3791,"519687,5",324819
3792,"955917,5",615900
3793,"553367,5",356631
3794,"408712,5",267926
3795,"710752,5",465903
3796,588555,374466
3797,367665,241983
3798,937110,587516
3799,1485120,977091
3800,563805,358699
3801,"551117,5",350064
3802,"322702,5",208638
3803,484500,318596
3804,484705,312202
3805,592895,376949
3806,457800,296552
3807,690550,432530
3808,382710,246552
3809,725965,454618
3810,"677107,5",424147
3811,379440,249663
3812,392270,252006
3813,"910647,5",586848
3814,"616372,5",399632
3815,"421082,5",271845
3816,692995,431175
3817,"504477,5",316858
3818,404505,253572
3819,"457952,5",286021
3820,712480,457348
3821,523950,327029
3822,845070,529756
3823,566310,372463
3824,1049555,677129
3825,"164192,5",106063
3826,"1572117,5",1014874
3827,685640,441847
3828,"576167,5",372673
3829,617720,398868
3830,"1903722,5",1186273
3831,808895,521885
3832,218690,136730
3833,475145,297981
3834,175230,115391
3835,394225,245362
3836,"938537,5",588958
3837,329565,217264
3838,947835,602271
3839,"587067,5",368257
3840,507465,333224
3841,601660,374493
3842,433705,280925
3843,"715952,5",462711
3844,"915272,5",570438
3845,"814317,5",512594
3846,357305,230468
3847,359440,224293
3848,631710,396498
3849,"653602,5",408551
3850,"628292,5",393410
3851,933595,586420
3852,534560,344912
3853,404595,257179
3854,693295,436187
3855,383165,240329
3856,"1680507,5",1106385
3857,"1220907,5",784855
3858,967575,614914
3859,426735,275256
3860,"290712,5",182148
3861,157145,98183
3862,"479042,5",308615
3863,783555,491576
3864,"481267,5",317110
3865,1326450,870830
3866,482955,310828
3867,390060,247873
3868,514410,332891
3869,164795,106271
3870,884015,552824
3871,"369967,5",236107
3872,1177490,756368
3873,1421650,915863
3874,"473242,5",300569
3875,"1314312,5",821761
3876,"697457,5",435184
3877,"650742,5",408958
3878,"527392,5",339002
3879,"458692,5",286072
3880,861840,565834
3881,382525,246883
3882,"500652,5",313838
3883,"361062,5",232995
3884,"1399837,5",903454
3885,229010,147884
3886,672750,441918
3887,302615,190162
3888,"436702,5",272164
3889,"550422,5",345117
3890,484545,304106
3891,571200,375707
3892,535500,353026
3893,"496667,5",321566
3894,"503087,5",331437
3895,281170,181709
3896,436270,283247
3897,967675,606538
3898,"493067,5",319799
3899,375750,246861
3900,"936702,5",605380
3901,773945,500474
3902,"916607,5",585229
3903,371925,240088
3904,276215,181665
3905,"352527,5",228086
3906,261420,163938
3907,"402052,5",263708
3908,"891112,5",559054
3909,496125,325800
3910,736270,460158
3911,"1755187,5",1116501
3912,977650,631438
3913,"751502,5",470216
3914,313625,205989
3915,340815,213711
3916,506385,332292
3917,577710,379123
3918,"766547,5",487291
3919,295365,193865
3920,"570787,5",366669
3921,582685,365485
3922,182635,113631
3923,"334827,5",209912
3924,"1298657,5",812467
3925,"555882,5",347393
3926,773195,498646
3927,"292457,5",183388
3928,"356822,5",222422
3929,150000,95529
3930,1247380,807069
3931,"165997,5",106840
3932,697680,443899
3933,166985,104226
3934,1217520,800156
3935,383905,240484
3936,321145,200799
3937,773230,484682
3938,962280,612322
3939,599435,384544
3940,413820,263036
3941,"635032,5",397100
3942,"756467,5",487733
3943,765985,491996
3944,"165452,5",103049
3945,"322927,5",202398
3946,1497340,956606
3947,"576697,5",372568
3948,"754847,5",486058
3949,1111345,716508
3950,"1331747,5",846934
3951,1281885,817273
3952,616620,391886
3953,460980,293079
3954,427455,281156
3955,"982692,5",646950
3956,529785,338445
3957,520015,335449
3958,"608202,5",391530
3959,989175,617760
3960,1083140,696068
3961,"489857,5",316141
3962,588750,378680
3963,"808582,5",514577
3964,286075,178414
3965,"1447097,5",948699
3966,375435,247378
3967,526680,347233
3968,150000,98433
3969,522720,342751
3970,"474017,5",296611
3971,"729102,5",455904
3972,"419242,5",269884
3973,549360,350314
3974,441045,290740
3975,715705,470024
3976,"539257,5",337220
3977,"538557,5",347006
3978,820855,512959
3979,921575,597482
3980,"1071222,5",671123
3981,156475,101113
3982,"410437,5",269067
3983,829970,521543
3984,701110,438838
3985,269310,176959
3986,"368947,5",231934
3987,651065,417563
3988,"578652,5",375025
3989,567770,366492
3990,"319147,5",198824
3991,691485,432571
3992,913590,571854
3993,"413162,5",266769
3994,"1996732,5",1253021
3995,"385297,5",245408
3996,768990,478708
3997,820800,540118
3998,"442422,5",284545
3999,"344432,5",221777
4000,990090,632195
4001,"499037,5",320475
4002,490630,317199
4003,"158352,5",99106
4004,1420805,916319
4005,1372800,873498
4006,"739697,5",487038
4007,791085,493256
4008,724840,469891
4009,341215,219951
4010,421740,268134
4011,1113750,733870
4012,"852952,5",560723
4013,"156882,5",98459
4014,"885352,5",583628
4015,"681352,5",426299
4016,"559482,5",348897
4017,285600,187430
4018,"644777,5",416041
4019,"493852,5",325572
4020,"610957,5",394754
4021,"488047,5",321148
4022,567520,366720
4023,719085,466485
4024,578600,363598
4025,557150,347879
4026,500340,312464
4027,1247430,801587
4028,715140,447452
4029,302720,189609
4030,1338270,838201
4031,754715,488581
4032,"604852,5",398434
4033,647460,426122
4034,585775,366276
4035,"455527,5",285494
4036,495045,314398
4037,156340,100945
4038,174845,109739
4039,"505027,5",325770
4040,"877262,5",564783
4041,"448697,5",279848
4042,"568902,5",356032
4043,"757597,5",487425
4044,"471532,5",295071
4045,600050,373790
4046,"587842,5",367381
4047,"452062,5",291580
4048,443430,277760
4049,"439627,5",289084
4050,"751067,5",482572
4051,288945,186925
4052,"316192,5",198260
4053,"525722,5",330010
4054,"255687,5",159779
4055,"387177,5",249629
4056,1537965,1010385
4057,"368342,5",230504
4058,379335,249243
4059,"469642,5",293137
4060,150000,98861
4061,"740642,5",473302
4062,"791387,5",519892
4063,"532547,5",334358
4064,987005,615706
4065,150000,98430
4066,979020,643356
4067,809400,515262
4068,298490,187064
4069,"613522,5",390796
4070,"488752,5",315438
4071,1132600,709242
4072,"210327,5",131317
4073,444585,277277
4074,150000,98883
4075,"560137,5",351564
4076,"248612,5",160376
4077,427565,267785
4078,"702432,5",453837
4079,"558597,5",358589
4080,"570817,5",368390
4081,"617032,5",397932
4082,717030,471536
4083,150000,98633
4084,367025,228783
4085,"1712172,5",1072865
4086,673035,434886
4087,636270,405615
4088,"707042,5",456728
4089,"350082,5",219482
4090,"1051737,5",656531
4091,330990,217255
4092,708365,440748
4093,"266337,5",167340
4094,480150,306530
4095,"1125237,5",704932
4096,683220,435752
4097,"929467,5",578315
4098,1328875,874111
4099,"558302,5",358934
4100,695310,458202
4101,576235,359004
4102,"753197,5",479808
4103,"189142,5",122008
4104,1015865,656082
4105,"581042,5",369730
4106,491260,308548
4107,"791402,5",495936
4108,1101395,711284
4109,182325,119789
4110,"542562,5",350712
4111,"447637,5",295156
4112,356170,223106
4113,"1301427,5",837574
4114,1956080,1226691
4115,"319482,5",200498
4116,451590,290788
4117,"339537,5",212650
4118,"821392,5",531334
4119,1139205,724819
4120,447335,279172
4121,"664452,5",430634
4122,449630,280297
4123,546990,341472
4124,561935,363241
4125,"343877,5",221873
4126,474525,312889
4127,434145,271020
4128,194190,121278
4129,"1034457,5",648457
4130,"1787202,5",1117770
4131,"588672,5",379925
4132,1775710,1114736
4133,174910,112880
4134,"509197,5",328113
4135,384150,243991
4136,"682192,5",442766
4137,452060,292449
4138,"810082,5",524957
4139,"661962,5",413436
4140,520755,337372
4141,"746062,5",465777
4142,1248225,818366
4143,"1280802,5",800730
4144,383035,238481
4145,439265,283144
4146,"344447,5",221735
4147,1085610,698152
4148,"159792,5",100276
4149,"286882,5",185690
4150,409470,255990
4151,1043210,673124
4152,"830362,5",546362
4153,351755,220761
4154,"617392,5",398529
4155,1104180,724804
4156,825560,541186
4157,"514912,5",338086
4158,219090,141901
4159,613500,390696
4160,"284977,5",183580
4161,849610,532876
4162,"1844512,5",1189679
4163,696525,457026
4164,"333162,5",214218
4165,398795,256709
4166,257430,161196
4167,"1382597,5",864843
4168,1057270,693076
4169,1324865,827852
4170,1145500,718217
4171,874800,558437
4172,522495,325501
4173,"299792,5",188052
4174,519435,330917
4175,"498217,5",317559
4176,709920,451970
4177,419405,262963
4178,"645152,5",416578
4179,979025,630016
4180,779875,489454
4181,661060,425155
4182,"545552,5",351613
4183,461970,294533
4184,280240,181229
4185,558105,359749
4186,891700,575932
4187,"299017,5",187476
4188,510435,325590
4189,"645387,5",405401
4190,"474122,5",296125
4191,"418987,5",261664
4192,"570537,5",367735
4193,"486122,5",305287
4194,155400,98866
4195,"923962,5",577192
4196,1197720,771067
4197,1016115,635648
4198,"787892,5",519011
4199,184140,117415
4200,687310,441949
4201,"720242,5",462536
4202,"581042,5",370294
4203,1716855,1130469
4204,391140,257144
4205,1071000,681728
4206,573835,370628
4207,"362832,5",227678
4208,490050,312413
4209,316105,201803
4210,"1056717,5",681545
4211,"1048247,5",656138
4212,"639187,5",407997
4213,"451552,5",282048
4214,"456142,5",299393
4215,731625,458683
4216,510705,319717
4217,"1261587,5",789336
4218,"342977,5",215366
4219,706380,442773
4220,1101870,714215
4221,"1178912,5",774338
4222,"595942,5",392058
4223,"293232,5",188961
4224,651350,406288
4225,515320,322219
4226,380295,238074
4227,734775,461872
4228,418665,271002
4229,302150,190103
4230,296605,191753
4231,329855,212589
4232,325920,207893
4233,545235,339229
4234,"325672,5",207653
4235,"712007,5",453865
4236,"1252162,5",822270
4237,1741920,1148523
4238,"348812,5",218895
4239,"908557,5",586672
4240,"748747,5",481952
4241,532890,339187
4242,"679387,5",445903
4243,"475447,5",312249
4244,264545,170674
4245,401580,255511
4246,530385,332276
4247,1011995,629253
4248,1291485,847034
4249,342435,214500
4250,477090,313078
4251,"757682,5",474435
4252,"1773022,5",1163999
4253,638735,410914
4254,"648597,5",413687
4255,1488000,975826
4256,"455107,5",298939
4257,456490,294354
4258,"169912,5",111498
4259,1339730,862643
4260,"442712,5",278106
4261,1155375,745680
4262,299085,197002
4263,567550,357393
4264,"759037,5",483725
4265,488910,312368
4266,610345,393159
4267,802305,509891
4268,"943277,5",590800
4269,323475,205591
4270,375840,243435
4271,"528237,5",341846
4272,"158312,5",102162
4273,"1147377,5",717170
4274,"383112,5",246828
4275,429395,275980
4276,"533172,5",334430
4277,777040,487609
4278,"533197,5",332726
4279,742950,473222
4280,521255,326218
4281,302475,198990
4282,467655,301465
4283,719895,463161
4284,"335197,5",216094
4285,"489762,5",305217
4286,534070,334429
4287,"298292,5",186547
4288,478125,303801
4289,"514487,5",337377
4290,427305,267640
4291,789000,518604
4292,672695,420838
4293,"530247,5",332231
4294,496095,320595
4295,524250,345539
4296,780490,513263
4297,885285,565713
4298,"981627,5",632491
4299,"716072,5",448239
4300,"669247,5",440606
4301,"1922457,5",1202026
4302,"601132,5",389670
4303,"653532,5",422580
4304,"210082,5",135198
4305,"451492,5",292140
4306,624440,390424
4307,192440,124484
4308,"485452,5",305078
4309,"545872,5",341220
4310,436525,281888
4311,"949012,5",612069
4312,462255,299046
4313,"965907,5",604246
4314,"328432,5",205024
4315,255075,162872
4316,640740,420456
4317,"532102,5",334367
4318,870485,562935
4319,295290,188490
4320,"412187,5",265846
4321,591775,382779
4322,"542727,5",349131
4323,320400,206103
4324,460765,288527
4325,"744757,5",488310
4326,682335,435009
4327,"1013022,5",656554
4328,156925,98081
4329,1168220,730108
4330,234920,146408
4331,604210,390275
4332,"790807,5",495871
4333,"886842,5",571041
4334,540310,347508
4335,652200,408977
4336,1141270,748886
4337,"303282,5",190313
4338,576225,378249
4339,681515,428956
4340,1100725,691399
4341,631005,396378
4342,758615,474477
4343,"673547,5",435369
4344,520380,342692
4345,399600,263471
4346,"715442,5",461562
4347,"773237,5",499336
4348,"308072,5",192499
4349,"564327,5",353653
4350,459735,288261
4351,315350,197870
4352,"158892,5",102194
4353,"1053877,5",678609
4354,"365652,5",229187
4355,326650,204613
4356,814775,527368
4357,1046390,688533
4358,317310,198926
4359,409050,269436
4360,"755477,5",497929
4361,1485790,975070
4362,462240,304317
4363,648655,406498
4364,271920,173607
4365,"886062,5",555480
4366,"158047,5",101752
4367,"487987,5",311398
4368,545625,357764
4369,457380,291509
4370,"860342,5",548255
4371,1365605,871991
4372,411535,270245
4373,443520,282205
4374,747875,480226
4375,598785,393747
4376,"395437,5",251168
4377,784080,500883
4378,"336657,5",217095
4379,407625,262850
4380,"523642,5",338261
4381,531630,349146
4382,"1532517,5",964163
4383,"513072,5",321893
4384,536675,344949
4385,"642037,5",409835
4386,623280,396229
4387,463500,304034
4388,1398240,902833
4389,1907045,1234269
4390,1467990,944981
4391,"1400997,5",902711
4392,427680,280627
4393,"407437,5",255545
4394,540120,339518
4395,326320,210249
4396,185330,116545
4397,555660,352909
4398,1112050,717979
4399,540540,343909
4400,"1160252,5",726036
4401,"1649372,5",1029429
4402,"199952,5",129378
4403,"709152,5",444214
4404,974580,639697
4405,"650962,5",408161
4406,631540,406059
4407,896920,561072
4408,"1729877,5",1116203
4409,781650,499452
4410,"348797,5",224710
4411,"1649622,5",1058929
4412,788700,517333
4413,612860,394975
4414,440465,284251
4415,1051755,677306
4416,311425,200102
