id,tipo_propiedad,barrio,precio,ambientes,superficie_m2,antigüedad,expensas,garantía_requerida,precio_m2,score_crediticio_requerido,comisión_inmobiliaria,cochera,gastos_administrativos,tipo_incremento
2017,Departamento,Barrio Jardín,423667,4,124,13,19173,1 recibo de sueldo,3416.67,680,242621,Sí,7785,IPC cada 6 meses
2018,Casa,Yofre,223110,3,109,15,0,3 recibos de sueldo,2046.88,488,127768,Sí,5084,IPC cada 6 meses
2019,Departamento,Nueva Córdoba,704814,5,155,19,31899,1 recibo + garantía propietaria,4547.19,754,403626,Sí,11647,IPC cada 6 meses
2020,Departamento,San Vicente,130146,2,56,1,5235,1 recibo de sueldo,2324.04,654,81147,Sí,2885,ICL cada 4 meses
2021,Departamento,Pueyrredón,181800,3,76,0,10670,1 recibo + garantía propietaria,2392.11,670,113353,No,3982,ICL cada 3 meses
2022,Departamento,Centro,174276,3,78,12,9983,2 recibos de sueldo,2234.31,560,108662,Sí,3276,ICL cada 3 meses
2023,PH,Yofre,179010,3,77,5,0,2 recibos + garantía propietaria,2324.81,758,111614,No,2757,ICL cada 4 meses
2024,PH,Nueva Córdoba,597135,4,139,25,0,2 recibos + garantía propietaria,4295.94,714,341961,Sí,11417,IPC cada 6 meses
2025,Departamento,Cofico,192514,2,63,21,9296,1 recibo + garantía propietaria,3055.78,595,110247,Sí,3965,IPC cada 3 meses
2026,Departamento,Urca,97266,1,24,9,4757,2 recibos de sueldo,4052.75,648,60646,Sí,1513,ICL cada 6 meses
2027,Casa,Villa Belgrano,188055,3,80,1,0,2 recibos + garantía propietaria,2350.69,560,107693,Sí,3327,IPC cada 6 meses
2028,Departamento,Pueyrredón,186984,3,81,4,9439,2 recibos + garantía propietaria,2308.44,553,107080,Sí,4636,IPC cada 3 meses
2029,Departamento,Urca,413049,4,114,22,20473,2 recibos de sueldo,3623.24,588,257539,Sí,9995,ICL cada 6 meses
2030,Departamento,San Vicente,285510,5,163,45,15869,3 recibos de sueldo,1751.6,622,163503,Sí,6617,IPC cada 4 meses
2031,Departamento,General Paz,125200,1,30,9,6231,1 recibo de sueldo,4173.33,650,78063,No,2066,ICL cada 3 meses
2032,Departamento,Centro,156348,3,76,28,6844,1 recibo de sueldo,2057.21,645,97484,Sí,2980,ICL cada 3 meses
2033,Casa,Alta Córdoba,208656,3,113,32,0,3 recibos de sueldo,1846.51,563,119491,Sí,3563,IPC cada 3 meses
2034,Departamento,Pueyrredón,323574,5,139,1,13699,3 recibos de sueldo,2327.87,725,185301,No,5551,IPC cada 4 meses
2035,PH,San Vicente,218790,4,114,35,0,2 recibos de sueldo,1919.21,758,136417,Sí,5208,ICL cada 3 meses
2036,Departamento,Barrio Jardín,344678,3,103,13,20117,1 recibo de sueldo,3346.39,741,197386,Sí,6591,IPC cada 4 meses
2037,Departamento,Cerro de las Rosas,342720,3,94,40,14040,1 recibo + garantía propietaria,3645.96,720,213689,Sí,8050,ICL cada 3 meses
2038,PH,Cerro de las Rosas,237360,2,55,16,0,2 recibos de sueldo,4315.64,399,135929,No,4431,IPC cada 3 meses
2039,Departamento,General Paz,214525,2,48,6,12431,3 recibos de sueldo,4469.27,550,133758,No,3334,ICL cada 3 meses
2040,Departamento,Urca,261292,3,80,42,14060,3 recibos de sueldo,3266.15,501,162917,No,4271,ICL cada 3 meses
2041,Departamento,Observatorio,185076,3,81,6,8901,3 recibos de sueldo,2284.89,472,105987,No,2859,IPC cada 3 meses
2042,Departamento,Centro,172845,3,90,33,7560,1 recibo de sueldo,1920.5,764,107770,Sí,3075,ICL cada 4 meses
2043,Casa,Alberdi,206388,3,92,4,0,3 recibos de sueldo,2243.35,819,128684,No,4166,ICL cada 4 meses
2044,Departamento,Cerro de las Rosas,367308,3,89,21,16973,2 recibos de sueldo,4127.06,650,229019,Sí,6318,ICL cada 3 meses
2045,Casa,Observatorio,195615,3,90,11,0,1 recibo + garantía propietaria,2173.5,697,121967,Sí,4065,ICL cada 4 meses
2046,Departamento,Villa Belgrano,93378,2,49,42,4724,1 recibo de sueldo,1905.67,614,53474,Sí,1676,IPC cada 6 meses
2047,Departamento,Nueva Córdoba,309170,2,63,4,16428,2 recibos de sueldo,4907.46,766,192770,No,6142,ICL cada 4 meses
2048,PH,Villa El Libertador,152523,2,73,11,0,2 recibos de sueldo,2089.36,678,87345,Sí,2766,IPC cada 4 meses
2049,Casa,Alberdi,245160,4,118,20,0,1 recibo + garantía propietaria,2077.63,597,140395,No,5145,IPC cada 6 meses
2050,Departamento,Nueva Córdoba,113665,1,28,42,6118,1 recibo + garantía propietaria,4059.46,706,70871,No,2428,ICL cada 4 meses
2051,Departamento,Alta Córdoba,266688,4,121,8,13053,2 recibos de sueldo,2204.03,631,152724,Sí,6292,IPC cada 6 meses
2052,Departamento,Alta Córdoba,149121,2,71,11,7080,3 recibos de sueldo,2100.3,669,92978,No,3467,ICL cada 6 meses
2053,Departamento,Cerro de las Rosas,356796,3,81,13,19754,1 recibo de sueldo,4404.89,719,204326,Sí,7315,IPC cada 6 meses
2054,Casa,Pueyrredón,293910,4,135,6,0,1 recibo + garantía propietaria,2177.11,900,183255,Sí,5578,ICL cada 4 meses
2055,Casa,Observatorio,184212,3,94,28,0,1 recibo de sueldo,1959.7,828,105492,Sí,3152,IPC cada 4 meses
2056,Departamento,Villa El Libertador,136620,2,60,2,7993,1 recibo + garantía propietaria,2277.0,665,78238,No,2893,IPC cada 4 meses
2057,Casa,Alta Córdoba,141246,2,72,23,0,2 recibos + garantía propietaria,1961.75,556,80887,No,2890,IPC cada 6 meses
2058,Departamento,Cofico,351072,4,108,16,20463,2 recibos + garantía propietaria,3250.67,424,218896,Sí,5398,ICL cada 4 meses
2059,Departamento,San Vicente,209520,3,95,6,10692,2 recibos + garantía propietaria,2205.47,778,119985,Sí,3221,IPC cada 4 meses
2060,Departamento,Alberdi,199206,3,94,14,8283,1 recibo de sueldo,2119.21,761,124206,No,3287,ICL cada 6 meses
2061,PH,Nueva Córdoba,358894,3,81,29,0,2 recibos de sueldo,4430.79,587,223773,Sí,7958,ICL cada 4 meses
2062,Casa,Alberdi,138180,2,65,12,0,1 recibo de sueldo,2125.85,641,86156,No,3260,ICL cada 4 meses
2063,Departamento,Villa Cabrera,141249,2,63,3,5857,1 recibo de sueldo,2242.05,670,88070,Sí,2155,ICL cada 3 meses
2064,Departamento,Alta Córdoba,202383,3,88,1,9725,1 recibo de sueldo,2299.81,709,126187,Sí,4692,ICL cada 3 meses
2065,PH,Nueva Córdoba,427204,3,99,26,0,3 recibos de sueldo,4315.19,815,266365,Sí,8396,ICL cada 3 meses
2066,Departamento,Villa Cabrera,121476,2,54,9,6639,3 recibos de sueldo,2249.56,519,75741,No,2310,ICL cada 6 meses
2067,Departamento,General Paz,435747,4,123,37,21764,2 recibos + garantía propietaria,3542.66,717,271692,Sí,8910,ICL cada 4 meses
2068,PH,Urca,434264,4,119,19,0,2 recibos de sueldo,3649.28,671,270767,Sí,10583,ICL cada 6 meses
2069,PH,Cerro de las Rosas,498576,4,114,12,0,3 recibos de sueldo,4373.47,598,285519,No,10315,IPC cada 3 meses
2070,Departamento,Barrio Jardín,215208,2,65,17,11308,2 recibos de sueldo,3310.89,730,134184,Sí,3453,ICL cada 4 meses
2071,Departamento,Villa Belgrano,125664,2,58,13,7146,1 recibo + garantía propietaria,2166.62,638,71964,No,2478,IPC cada 4 meses
2072,Departamento,Alberdi,206670,4,105,34,8433,2 recibos + garantía propietaria,1968.29,641,118353,No,5121,IPC cada 4 meses
2073,Departamento,General Paz,187598,2,42,13,10970,2 recibos de sueldo,4466.62,681,107431,No,3120,IPC cada 4 meses
2074,PH,Observatorio,82566,1,38,2,0,1 recibo de sueldo,2172.79,604,47283,No,1620,IPC cada 3 meses
2075,Departamento,Observatorio,231504,4,108,18,10792,1 recibo de sueldo,2143.56,715,132575,Sí,5086,IPC cada 6 meses
2076,PH,Observatorio,129777,2,63,19,0,1 recibo + garantía propietaria,2059.95,610,80917,No,2420,ICL cada 4 meses
2077,Departamento,General Paz,345146,3,91,26,14128,2 recibos de sueldo,3792.81,819,215201,Sí,7832,ICL cada 3 meses
2078,Departamento,Alta Córdoba,162837,3,86,37,9234,1 recibo + garantía propietaria,1893.45,672,93251,Sí,2788,IPC cada 4 meses
2079,Departamento,Pueyrredón,293280,4,140,12,17210,1 recibo + garantía propietaria,2094.86,582,182862,Sí,4674,ICL cada 6 meses
2080,Casa,Villa Belgrano,135228,2,62,9,0,3 recibos de sueldo,2181.1,680,77441,No,2473,IPC cada 4 meses
2081,Departamento,Nueva Córdoba,594158,4,128,14,32899,1 recibo + garantía propietaria,4641.86,748,340256,Sí,14073,IPC cada 6 meses
2082,Departamento,Nueva Córdoba,387842,3,93,34,21754,1 recibo + garantía propietaria,4170.34,492,222105,No,8588,IPC cada 6 meses
2083,Departamento,Alta Córdoba,159669,3,88,43,9169,3 recibos de sueldo,1814.42,776,91437,Sí,3965,IPC cada 6 meses
2084,Departamento,Yofre,109709,2,60,41,5534,1 recibo de sueldo,1828.48,684,68404,No,2007,ICL cada 4 meses
2085,Departamento,Alberdi,160050,2,75,6,8580,3 recibos de sueldo,2134.0,646,91655,No,3205,IPC cada 4 meses
2086,Departamento,Alberdi,210924,3,101,14,9645,3 recibos de sueldo,2088.36,581,120789,No,4057,IPC cada 3 meses
2087,Departamento,Cerro de las Rosas,468990,3,110,7,21101,2 recibos + garantía propietaria,4263.55,684,268576,No,9320,IPC cada 3 meses
2088,Departamento,San Vicente,265620,4,122,10,13859,3 recibos de sueldo,2177.21,561,152112,No,4361,IPC cada 6 meses
2089,Departamento,Villa Cabrera,190800,3,81,0,10435,3 recibos de sueldo,2355.56,451,109265,Sí,3238,IPC cada 3 meses
2090,Departamento,Cofico,293706,3,86,4,14081,3 recibos de sueldo,3415.19,578,183128,Sí,5876,ICL cada 4 meses
2091,Departamento,Villa Belgrano,175203,3,78,11,8410,1 recibo de sueldo,2246.19,622,100333,Sí,4324,IPC cada 3 meses
2092,Departamento,Pueyrredón,275880,4,128,10,16300,2 recibos de sueldo,2155.31,711,157988,Sí,6744,IPC cada 6 meses
2093,Departamento,General Paz,359732,3,84,7,18119,1 recibo de sueldo,4282.52,628,206007,Sí,5734,IPC cada 3 meses
2094,Casa,Alberdi,79734,2,29,6,0,1 recibo de sueldo,2749.45,535,45661,No,1661,IPC cada 4 meses
2095,Departamento,Urca,491531,4,145,25,29357,2 recibos de sueldo,3389.87,583,306474,Sí,10422,ICL cada 4 meses
2096,Departamento,Villa Cabrera,188352,3,84,8,10784,3 recibos de sueldo,2242.29,652,117439,Sí,4023,ICL cada 4 meses
2097,Departamento,Centro,173637,3,84,23,9166,2 recibos + garantía propietaria,2067.11,714,108264,Sí,3719,ICL cada 4 meses
2098,PH,San Vicente,225720,3,107,10,0,1 recibo + garantía propietaria,2109.53,731,129263,Sí,3525,IPC cada 4 meses
2099,Casa,Villa Cabrera,159444,3,78,28,0,2 recibos de sueldo,2044.15,513,99414,Sí,3200,ICL cada 6 meses
2100,Departamento,Cofico,231966,2,71,4,9321,1 recibo de sueldo,3267.13,655,132840,Sí,3485,IPC cada 4 meses
2101,Departamento,Yofre,60000,1,24,4,2755,2 recibos de sueldo,2500.0,727,34360,Sí,1451,IPC cada 4 meses
2102,Departamento,Alberdi,226077,4,107,21,10931,2 recibos de sueldo,2112.87,562,140961,No,3429,ICL cada 3 meses
2103,PH,Cerro de las Rosas,278190,2,77,35,0,2 recibos de sueldo,3612.86,830,173453,No,6335,ICL cada 4 meses
2104,Casa,Villa El Libertador,219852,3,99,3,0,3 recibos de sueldo,2220.73,600,137079,No,3826,ICL cada 6 meses
2105,Departamento,Villa Cabrera,84774,1,39,1,4497,1 recibo de sueldo,2173.69,751,48547,No,1769,IPC cada 6 meses
2106,Casa,Urca,207091,2,64,37,0,2 recibos de sueldo,3235.8,719,118594,Sí,4041,IPC cada 3 meses
2107,Casa,Observatorio,78603,1,36,3,0,3 recibos de sueldo,2183.42,581,49009,No,1607,ICL cada 3 meses
2108,Departamento,Yofre,179838,3,78,6,8616,2 recibos de sueldo,2305.62,651,102987,Sí,3779,IPC cada 3 meses
2109,Departamento,Urca,297801,3,91,37,16842,3 recibos de sueldo,3272.54,786,170541,Sí,7395,IPC cada 3 meses
2110,Departamento,Pueyrredón,104748,2,51,28,5578,1 recibo de sueldo,2053.88,596,59986,Sí,2390,IPC cada 4 meses
2111,Departamento,Cerro de las Rosas,215448,2,46,9,10113,1 recibo de sueldo,4683.65,667,134333,No,4959,ICL cada 3 meses
2112,Casa,General Paz,433154,4,124,39,0,2 recibos de sueldo,3493.18,499,248054,Sí,10382,IPC cada 6 meses
2113,Departamento,General Paz,397421,3,102,17,22131,1 recibo de sueldo,3896.28,685,227591,Sí,9581,IPC cada 3 meses
2114,Casa,Yofre,267456,4,116,1,0,1 recibo de sueldo,2305.66,609,153164,Sí,6294,IPC cada 3 meses
2115,PH,San Vicente,242436,4,118,22,0,1 recibo de sueldo,2054.54,702,151161,Sí,5454,ICL cada 3 meses
2116,Departamento,Cerro de las Rosas,598368,5,139,16,27561,2 recibos de sueldo,4304.81,565,342667,Sí,8980,IPC cada 6 meses
2117,Departamento,Alta Córdoba,252540,4,120,17,10418,1 recibo + garantía propietaria,2104.5,681,144622,Sí,5307,IPC cada 6 meses
2118,Casa,San Vicente,117348,2,68,46,0,2 recibos de sueldo,1725.71,614,73167,No,1838,ICL cada 6 meses
2119,Casa,Nueva Córdoba,774866,5,158,4,0,1 recibo de sueldo,4904.22,386,443742,Sí,11719,IPC cada 6 meses
2120,Casa,Observatorio,256500,4,125,20,0,3 recibos de sueldo,2052.0,658,146889,Sí,3899,IPC cada 3 meses
2121,Departamento,Villa Cabrera,247962,4,114,13,10774,3 recibos de sueldo,2175.11,776,142000,Sí,6036,IPC cada 4 meses
2122,Departamento,Alberdi,60000,1,23,7,2403,2 recibos de sueldo,2608.7,540,37410,No,1072,ICL cada 3 meses
2123,Departamento,Pueyrredón,319866,5,158,22,18119,2 recibos de sueldo,2024.47,585,183177,No,6619,IPC cada 6 meses
2124,PH,Cofico,389862,4,128,21,0,2 recibos de sueldo,3045.8,782,243082,Sí,6590,ICL cada 6 meses
2125,Departamento,Pueyrredón,230178,4,118,31,12094,1 recibo de sueldo,1950.66,705,131816,No,5195,IPC cada 4 meses
2126,PH,Villa El Libertador,60000,1,26,32,0,3 recibos de sueldo,2307.69,617,34360,No,1385,IPC cada 6 meses
2127,Departamento,San Vicente,146034,2,72,17,7507,1 recibo + garantía propietaria,2028.25,679,83629,No,2707,IPC cada 3 meses
2128,PH,Cerro de las Rosas,645198,5,146,9,0,1 recibo + garantía propietaria,4419.16,587,369485,Sí,9751,IPC cada 6 meses
2129,Departamento,Observatorio,203130,3,97,15,10814,2 recibos de sueldo,2094.12,897,126653,Sí,4339,ICL cada 6 meses
2130,Departamento,Cofico,194085,2,59,10,10300,1 recibo + garantía propietaria,3289.58,738,111146,Sí,4609,IPC cada 3 meses
2131,Departamento,Cerro de las Rosas,497940,4,110,7,25549,2 recibos + garantía propietaria,4526.73,820,310470,Sí,8104,ICL cada 3 meses
2132,Departamento,Nueva Córdoba,197947,1,46,16,11252,2 recibos de sueldo,4303.2,659,113358,Sí,4358,IPC cada 3 meses
2133,Departamento,Centro,187920,3,91,20,9174,2 recibos de sueldo,2065.05,522,107616,Sí,3320,IPC cada 6 meses
2134,Departamento,Alberdi,114114,2,53,18,6401,1 recibo + garantía propietaria,2153.09,700,71151,No,2209,ICL cada 6 meses
2135,Departamento,Villa El Libertador,90804,2,46,39,5060,1 recibo + garantía propietaria,1974.0,775,56617,No,1665,ICL cada 4 meses
2136,Departamento,Yofre,110016,2,47,8,4839,3 recibos de sueldo,2340.77,779,68595,No,2648,ICL cada 6 meses
2137,Casa,Nueva Córdoba,273372,2,56,10,0,2 recibos + garantía propietaria,4881.64,481,156552,No,4921,IPC cada 4 meses
2138,Departamento,Villa Belgrano,154119,2,79,21,7563,1 recibo de sueldo,1950.87,671,88259,No,3791,IPC cada 3 meses
2139,Departamento,General Paz,339229,3,84,18,19233,2 recibos de sueldo,4038.44,490,194266,Sí,5479,IPC cada 3 meses
2140,PH,Observatorio,301200,4,134,0,0,1 recibo de sueldo,2247.76,591,187800,Sí,7298,ICL cada 4 meses
2141,Departamento,Villa Cabrera,196992,3,89,8,11153,1 recibo de sueldo,2213.39,708,112811,Sí,4257,IPC cada 6 meses
2142,PH,Alberdi,112908,2,48,6,0,1 recibo de sueldo,2352.25,783,64659,Sí,1994,IPC cada 4 meses
2143,Departamento,Villa El Libertador,109650,2,55,30,4438,2 recibos de sueldo,1993.64,672,68367,No,1673,ICL cada 6 meses
2144,Departamento,Urca,371322,4,107,32,16509,3 recibos de sueldo,3470.3,535,212645,Sí,6129,IPC cada 4 meses
2145,Departamento,Alta Córdoba,317292,5,141,7,15381,1 recibo de sueldo,2250.3,709,197834,Sí,7712,ICL cada 6 meses
2146,Departamento,Villa Cabrera,120582,2,51,2,4936,3 recibos de sueldo,2364.35,564,69053,Sí,2410,IPC cada 4 meses
2147,Departamento,Alta Córdoba,101205,2,41,5,4575,2 recibos de sueldo,2468.41,620,57957,No,2102,IPC cada 4 meses
2148,Departamento,Barrio Jardín,366912,3,105,4,16571,1 recibo de sueldo,3494.4,659,228772,Sí,8546,ICL cada 3 meses
2149,Departamento,Alta Córdoba,271212,4,122,6,12012,1 recibo de sueldo,2223.05,583,155315,Sí,5761,IPC cada 3 meses
2150,Departamento,Villa Cabrera,188568,3,83,6,9038,1 recibo de sueldo,2271.9,713,117573,Sí,3207,ICL cada 6 meses
2151,Departamento,Barrio Jardín,313372,3,92,14,17630,3 recibos de sueldo,3406.22,725,195390,Sí,6496,ICL cada 3 meses
2152,Departamento,Cerro de las Rosas,369792,3,82,8,16597,3 recibos de sueldo,4509.66,752,230568,Sí,7971,ICL cada 3 meses
2153,Departamento,Villa El Libertador,272688,5,123,16,14081,3 recibos de sueldo,2216.98,792,156160,Sí,4738,IPC cada 6 meses
2154,Departamento,Villa Cabrera,183360,2,90,9,9379,1 recibo de sueldo,2037.33,635,105004,Sí,4459,IPC cada 3 meses
2155,Departamento,Cerro de las Rosas,599592,5,152,28,33792,2 recibos + garantía propietaria,3944.68,527,373851,Sí,10055,ICL cada 6 meses
2156,Departamento,General Paz,194552,2,54,39,9315,2 recibos de sueldo,3602.81,536,111414,No,4304,IPC cada 6 meses
2157,Departamento,Cerro de las Rosas,326592,3,71,11,14523,1 recibo + garantía propietaria,4599.89,823,203633,Sí,7859,ICL cada 3 meses
2158,Departamento,Barrio Jardín,286560,3,75,1,16571,1 recibo de sueldo,3820.8,811,164104,No,5244,IPC cada 6 meses
2159,Departamento,Alta Córdoba,230472,3,107,6,13058,2 recibos de sueldo,2153.94,783,143701,Sí,5419,ICL cada 3 meses
2160,Departamento,Villa Belgrano,231660,3,105,2,12145,3 recibos de sueldo,2206.29,591,144442,Sí,4843,ICL cada 4 meses
2161,Departamento,San Vicente,145542,2,68,9,6093,1 recibo + garantía propietaria,2140.32,818,90746,No,2626,ICL cada 3 meses
2162,Departamento,San Vicente,106380,2,49,20,4289,3 recibos de sueldo,2171.02,633,60920,No,2374,IPC cada 3 meses
2163,Departamento,Barrio Jardín,346320,3,105,15,15117,2 recibos de sueldo,3298.29,684,198327,Sí,6625,IPC cada 6 meses
2164,Departamento,Observatorio,207774,3,94,6,9128,2 recibos de sueldo,2210.36,732,118986,Sí,3536,IPC cada 4 meses
2165,Departamento,Alta Córdoba,131022,2,67,26,5597,2 recibos + garantía propietaria,1955.55,776,75032,Sí,3167,IPC cada 4 meses
2166,Departamento,Pueyrredón,278952,4,124,3,12620,2 recibos de sueldo,2249.61,704,159747,No,5591,IPC cada 3 meses
2167,PH,San Vicente,107670,2,45,6,0,1 recibo de sueldo,2392.67,787,61659,Sí,2469,IPC cada 6 meses
2168,Casa,Cerro de las Rosas,331866,3,78,21,0,2 recibos de sueldo,4254.69,651,190049,Sí,8119,IPC cada 4 meses
2169,Departamento,Villa El Libertador,125775,2,55,5,5880,2 recibos de sueldo,2286.82,629,72027,No,2810,IPC cada 6 meses
2170,Departamento,Barrio Jardín,311889,3,96,21,17181,1 recibo de sueldo,3248.84,617,178609,No,6144,IPC cada 4 meses
2171,Departamento,Villa El Libertador,89112,2,46,42,4829,1 recibo + garantía propietaria,1937.22,535,51031,No,2101,IPC cada 3 meses
2172,PH,Nueva Córdoba,382595,3,88,29,0,3 recibos de sueldo,4347.67,370,219100,Sí,7991,IPC cada 4 meses
2173,Departamento,Cerro de las Rosas,263424,2,58,4,11086,2 recibos de sueldo,4541.79,754,164247,No,4216,ICL cada 6 meses
2174,PH,Observatorio,77145,1,38,15,0,2 recibos + garantía propietaria,2030.13,626,44178,No,1629,IPC cada 4 meses
2175,Departamento,General Paz,515439,4,127,12,30690,3 recibos de sueldo,4058.57,724,295176,No,7759,IPC cada 4 meses
2176,Departamento,Observatorio,146475,3,80,45,8062,1 recibo + garantía propietaria,1830.94,709,83881,Sí,3626,IPC cada 3 meses
2177,Departamento,Urca,228480,2,74,40,9886,3 recibos de sueldo,3087.57,665,142459,No,4617,ICL cada 3 meses
2178,Departamento,San Vicente,60000,1,18,3,2549,3 recibos de sueldo,3333.33,744,34360,No,955,IPC cada 6 meses
2179,Departamento,Villa El Libertador,244035,4,131,35,10188,1 recibo de sueldo,1862.86,757,152158,No,4392,ICL cada 4 meses
2180,Departamento,Alberdi,124020,2,54,5,6775,1 recibo + garantía propietaria,2296.67,554,77327,No,2677,ICL cada 4 meses
2181,Departamento,Urca,469728,4,122,8,21008,2 recibos + garantía propietaria,3850.23,803,268999,Sí,8402,IPC cada 4 meses
2182,PH,General Paz,382133,3,92,9,0,1 recibo de sueldo,4153.62,736,218836,Sí,7341,IPC cada 6 meses
2183,Departamento,Nueva Córdoba,300616,2,62,7,12463,1 recibo + garantía propietaria,4848.65,562,172153,No,5408,IPC cada 4 meses
2184,Departamento,Urca,324733,3,97,31,15728,3 recibos de sueldo,3347.76,585,185964,No,6914,IPC cada 6 meses
2185,Departamento,San Vicente,270456,4,124,9,14651,2 recibos de sueldo,2181.1,525,168631,No,4825,ICL cada 4 meses
2186,Casa,Yofre,131064,2,68,28,0,2 recibos + garantía propietaria,1927.41,712,81719,Sí,3032,ICL cada 6 meses
2187,Casa,Observatorio,166320,3,95,46,0,1 recibo de sueldo,1750.74,632,95246,Sí,3700,IPC cada 4 meses
2188,Departamento,Villa Belgrano,156060,3,77,30,7192,2 recibos de sueldo,2026.75,400,89370,No,2849,IPC cada 4 meses
2189,Departamento,Villa Cabrera,268737,4,123,9,13343,2 recibos + garantía propietaria,2184.85,594,153897,Sí,5709,IPC cada 6 meses
2190,Departamento,Villa El Libertador,173637,3,84,23,7614,2 recibos de sueldo,2067.11,611,108264,No,3447,ICL cada 6 meses
2191,Departamento,Urca,190302,2,49,16,9245,3 recibos de sueldo,3883.71,660,118655,No,2957,ICL cada 3 meses
2192,Departamento,Yofre,114699,2,57,27,5411,1 recibo + garantía propietaria,2012.26,496,65684,Sí,2196,IPC cada 4 meses
2193,PH,Villa El Libertador,138768,2,62,4,0,1 recibo de sueldo,2238.19,661,86523,No,2264,ICL cada 4 meses
2194,Departamento,Centro,127440,2,62,20,6203,1 recibo de sueldo,2055.48,800,72981,No,2063,IPC cada 4 meses
2195,Departamento,Cerro de las Rosas,274572,2,71,26,13540,2 recibos + garantía propietaria,3867.21,668,157239,Sí,4557,IPC cada 3 meses
